Student_ID,Age,Gender,State,Branch,College_Tier,CGPA,Attendance_Percentage,DSA_Problems_Solved,Aptitude_Score,Communication_Score,Projects_Count,Internships_Count,Certifications_Count,Open_Source_Contributions,GitHub_Contributions,LinkedIn_Activity_Score,Hackathons_Participated,Competitive_Programming_Rating,Study_Hours_Per_Week,Soft_Skills_Score,Leadership_Experience,Extracurricular_Activities,Placement_Status,Package_LPA
ST11548,20,Female,Delhi,CSE,Tier-2,9.43,84.76,215,53,46,7,2,5,130,481,35,2,1253,29,51,No,1,Placed,11.42
ST11549,20,Male,Maharashtra,Civil,Tier-2,7.81,74.12,99,33,49,3,2,1,25,127,22,0,548,12,53,No,6,Not Placed,0
ST11550,22,Female,Karnataka,Chemical,Tier-3,7.29,76.41,161,49,77,3,0,1,35,234,40,1,766,21,74,Yes,3,Not Placed,0
ST11551,20,Male,Tamil Nadu,IT,Tier-2,7.06,76.74,183,41,59,3,3,5,90,1197,25,2,2100,23,49,No,4,Placed,21.81
ST11552,23,Male,Kerala,AIML,Tier-2,7.23,90.47,219,43,17,6,2,5,152,1230,0,2,1329,19,43,No,1,Placed,10.01
ST11553,21,Female,Rajasthan,CSE,Tier-1,8.78,66.02,295,51,83,5,3,8,94,538,48,6,2027,18,73,Yes,0,Placed,20.03
ST11554,19,Male,Bihar,EEE,Tier-2,6.79,74.6,114,49,35,3,1,1,,435,30,3,736,14,44,No,2,Placed,6.8
ST11555,22,Male,Uttar Pradesh,CSE,Tier-3,7.38,78.69,175,32,37,4,1,6,157,439,20,3,1521,13,37,Yes,1,Not Placed,0
ST11556,21,Male,Madhya Pradesh,EEE,Tier-3,7.48,76,96,42,48,6,1,2,37,185,11,1,433,26,47,No,3,Not Placed,0
ST11557,20,Male,Madhya Pradesh,Chemical,Tier-3,7.36,80.64,60,45,65,0,2,4,16,88,34,5,540,19,59,No,1,Not Placed,0
ST11558,24,Female,Maharashtra,CSE,Tier-3,7.09,79.4,192,25,53,6,1,2,55,705,48,3,1920,7,51,No,3,Placed,6.1
ST11559,22,Female,Karnataka,AIML,Tier-2,6.27,72.57,178,52,30,4,0,3,46,426,13,0,1790,6,36,No,3,Placed,5.94
ST11560,21,Female,Punjab,CSE,Tier-2,7.69,73.9,185,31,62,5,2,4,57,317,56,1,1621,30,60,No,0,Placed,11.54
ST11561,23,Female,West Bengal,IT,Tier-2,7.27,58.86,216,36,48,3,1,3,,623,19,3,1689,19,59,No,1,Placed,7.55
ST11562,21,Male,Karnataka,Civil,Tier-3,8.4,92.08,161,47,45,1,1,4,40,347,8,2,626,32,44,No,1,Placed,3.81
ST11563,21,Male,Punjab,CSE,Tier-2,7.36,57.42,211,37,47,2,4,4,121,586,59,1,1406,21,42,No,1,Placed,10.76
ST11564,20,Male,Tamil Nadu,EEE,Tier-2,7.46,78.53,238,25,41,3,1,4,58,420,9,1,830,28,41,No,3,Not Placed,0
ST11565,20,Female,Delhi,IT,Tier-3,7.48,76.73,209,45,35,3,1,4,62,682,53,3,1517,7,30,No,1,Placed,8.95
ST11566,21,Male,Bihar,IT,Tier-3,7.75,65.91,209,26,60,2,3,7,78,904,11,4,1623,29,55,No,2,Placed,9.95
ST11567,21,Male,Karnataka,CSE,Tier-3,5.82,84.86,141,38,37,4,2,6,34,607,51,2,993,11,45,No,3,Not Placed,0
ST11568,22,Female,Maharashtra,Civil,Tier-3,7.62,81.11,128,64,30,3,1,3,65,343,29,0,899,10,39,No,1,Not Placed,0
ST11569,21,Male,West Bengal,Civil,Tier-2,6.06,71.95,183,39,44,1,0,3,43,352,21,1,820,6,47,No,5,Not Placed,0
ST11570,21,Male,Gujarat,CSE,Tier-3,7.04,63.86,176,32,47,4,2,3,67,956,30,4,1625,14,44,No,4,Placed,5.19
ST11571,23,Male,Tamil Nadu,EEE,Tier-3,7.9,86.5,191,62,56,3,1,1,51,358,21,3,920,29,65,No,4,Placed,8.17
ST11572,25,Male,Telangana,IT,Tier-2,9.26,91.35,225,35,60,5,4,4,160,950,9,3,1964,13,58,No,0,Placed,22.8
ST11573,20,Male,Telangana,CSE,Tier-2,6.66,72.91,183,28,52,5,4,3,92,684,37,3,1653,23,50,No,0,Placed,10.71
ST11574,23,Male,Haryana,IT,Tier-1,7.04,85.93,244,49,50,3,1,3,128,535,29,2,1927,12,47,No,1,Placed,22.07
ST11575,22,Male,Gujarat,CSE,Tier-2,6.07,71.42,199,35,39,1,1,3,183,775,34,2,1362,9,49,No,4,Placed,5.21
ST11576,19,Female,Tamil Nadu,Mechanical,Tier-2,6.89,75.26,96,44,69,3,0,4,40,192,30,0,495,12,56,No,2,Not Placed,0
ST11577,20,Male,Tamil Nadu,ECE,Tier-3,9.3,79.79,111,40,57,2,0,5,38,315,15,2,447,29,43,Yes,3,Not Placed,0
ST11578,20,Female,Tamil Nadu,Mechanical,Tier-1,6.4,76.2,176,17,71,3,0,6,62,404,19,0,859,13,64,Yes,2,Placed,13.81
ST11579,22,Female,Karnataka,Chemical,Tier-3,4.71,69.4,122,20,53,4,0,1,47,458,0,2,663,0,62,No,0,Not Placed,0
ST11580,21,Female,Karnataka,IT,Tier-3,8.1,72.57,170,38,54,4,0,8,111,539,18,4,1555,20,57,Yes,8,Not Placed,0
ST11581,21,Female,Haryana,ECE,Tier-2,8.23,68.66,185,46,56,4,2,5,61,349,46,2,863,29,60,No,1,Placed,6.52
ST11582,22,Male,Haryana,Chemical,Tier-2,7.54,73.02,137,52,44,2,1,1,35,198,8,2,507,15,45,No,4,Not Placed,0
ST11583,20,Male,Tamil Nadu,CSE,Tier-3,7.46,79.22,172,31,76,5,3,3,104,633,71,4,1467,29,62,No,1,Placed,6.24
ST11584,21,Male,Kerala,CSE,Tier-3,8.02,74.66,268,40,27,2,3,5,104,812,17,7,1925,24,38,No,2,Not Placed,0
ST11585,23,Male,Andhra Pradesh,ECE,Tier-3,8.04,69.38,195,48,29,2,3,3,53,332,0,2,794,38,39,No,2,Not Placed,0
ST11586,25,Female,Gujarat,ECE,Tier-2,6.63,70.89,94,8,62,3,0,4,46,264,21,0,720,19,55,No,3,Placed,8.66
ST11587,22,Male,Kerala,Chemical,Tier-2,6.44,62.55,110,43,60,1,0,3,34,268,30,1,526,22,62,Yes,2,Not Placed,0
ST11588,20,Male,Tamil Nadu,ECE,Tier-3,6.5,67.07,73,10,79,0,2,1,34,215,46,0,537,20,64,No,1,Not Placed,0
ST11589,19,Male,West Bengal,ECE,Tier-3,6.7,58.84,91,22,53,1,0,3,52,248,50,1,478,28,50,Yes,4,Not Placed,0
ST11590,20,Female,Tamil Nadu,ECE,Tier-1,8.37,77.76,210,66,65,2,2,3,51,314,21,2,877,28,58,No,1,Placed,9.4
ST11591,21,Male,Madhya Pradesh,ECE,Tier-3,8.25,82.02,105,50,64,2,0,5,29,230,21,0,479,19,51,No,0,Placed,3.79
ST11592,20,Male,Tamil Nadu,Civil,Tier-3,7.06,72.94,48,48,86,3,0,1,34,352,28,4,520,17,78,No,2,Placed,2.09
ST11593,23,Female,Delhi,EEE,Tier-2,7.74,77.68,127,30,64,3,0,4,44,504,23,1,718,24,57,No,2,Placed,8.54
ST11594,22,Female,Karnataka,Mechanical,Tier-2,7.42,74.97,184,32,35,4,2,1,75,328,20,4,660,15,30,No,0,Placed,5.69
ST11595,21,Male,Uttar Pradesh,CSE,Tier-3,6.64,74.69,177,30,81,5,2,4,51,393,60,2,1361,16,71,No,3,Placed,5.71
ST11596,20,Male,Tamil Nadu,Civil,Tier-1,7,76.69,144,42,65,1,2,2,39,360,26,1,804,34,56,No,2,Placed,9.21
ST11597,21,Female,Rajasthan,Chemical,Tier-3,7.41,78.13,83,49,52,2,1,0,19,188,35,0,469,23,46,No,3,Placed,4.26
ST11598,21,Male,Tamil Nadu,Chemical,Tier-3,7.99,83.72,85,50,16,1,1,3,38,143,30,2,571,18,29,No,6,Not Placed,0
ST11599,22,Other,Tamil Nadu,Chemical,Tier-2,7.85,63.87,89,44,44,4,3,5,60,427,63,2,615,27,49,Yes,7,Placed,5.42
ST11600,19,Female,Maharashtra,Mechanical,Tier-3,7.18,78.47,95,39,35,3,1,2,38,153,5,0,439,20,39,No,1,Placed,3.9
ST11601,23,Male,Tamil Nadu,Mechanical,Tier-3,8.53,75.78,90,45,42,4,0,3,23,167,17,1,577,14,60,No,3,Placed,2.09
ST11602,19,Female,Tamil Nadu,CSE,Tier-2,8.83,74.92,286,42,68,3,1,4,229,640,16,0,2105,23,70,No,3,Placed,21.57
ST11603,20,Other,Andhra Pradesh,AIML,Tier-2,6.22,56.36,167,13,27,3,2,2,160,516,26,5,1610,15,34,No,0,Not Placed,0
ST11604,25,Male,Uttar Pradesh,Mechanical,Tier-3,6.34,59.19,86,27,17,5,0,3,32,163,33,0,794,0,18,No,1,Not Placed,0
ST11605,20,Male,Jharkhand,IT,Tier-3,6.12,66.06,128,53,72,3,3,3,33,326,67,3,1028,18,57,No,2,Placed,5.68
ST11606,19,Female,Andhra Pradesh,EEE,Tier-1,8.52,71.44,185,42,70,3,2,3,97,564,26,3,693,25,62,No,3,Placed,10.95
ST11607,22,Male,Maharashtra,EEE,Tier-2,7.26,80.21,288,34,53,4,0,4,92,397,36,2,1161,25,62,No,5,Placed,6.04
ST11608,21,Female,Punjab,EEE,Tier-3,7.4,78.84,104,36,58,2,0,3,33,233,32,3,445,23,51,No,0,Not Placed,0
ST11609,19,Male,Maharashtra,IT,Tier-3,7.86,85.68,169,36,45,4,1,6,117,548,6,3,1387,20,36,No,1,Placed,10.75
ST11610,18,Male,Haryana,Civil,Tier-2,7.49,72.9,162,36,39,1,1,2,55,329,0,4,647,19,41,No,0,Placed,6.2
ST11611,19,Male,Uttar Pradesh,AIML,Tier-2,6.95,76.83,191,25,35,3,1,1,44,655,43,4,1322,31,49,No,1,Placed,5.73
ST11612,21,Female,Maharashtra,Mechanical,Tier-3,6.42,59.51,78,35,50,3,0,1,29,131,21,0,591,5,54,No,1,Not Placed,0
ST11613,20,Male,Chhattisgarh,CSE,Tier-2,7.3,90.09,246,47,56,2,1,9,77,419,53,3,1698,21,59,No,3,Placed,8.26
ST11614,22,Male,Telangana,Civil,Tier-2,8.18,88.75,153,32,42,3,0,3,45,285,20,2,759,35,50,No,0,Not Placed,0
ST11615,23,Male,Kerala,Mechanical,Tier-2,6.06,63.6,217,41,67,0,1,4,59,329,65,2,961,20,55,Yes,1,Not Placed,0
ST11616,20,Male,Uttar Pradesh,Chemical,Tier-2,7.09,83.88,133,42,66,1,0,1,31,263,22,3,706,13,59,No,0,Placed,2.94
ST11617,20,Male,Telangana,CSE,Tier-1,6.11,61.49,285,15,39,7,1,3,127,991,25,2,1798,30,45,No,3,Placed,10.93
ST11618,20,Other,Uttar Pradesh,Mechanical,Tier-2,8.28,71.79,173,56,72,3,1,3,51,482,22,1,676,11,66,No,1,Placed,9.21
ST11619,20,Female,Uttar Pradesh,IT,Tier-2,6.08,69.54,185,35,52,2,0,4,169,979,8,2,1226,20,56,Yes,5,Not Placed,0
ST11620,20,Male,Punjab,AIML,Tier-1,6.38,64.29,262,20,55,2,2,4,193,1084,33,3,2009,24,59,Yes,3,Placed,35.56
ST11621,22,Male,Maharashtra,AIML,Tier-2,8.21,80.51,197,41,64,5,4,6,112,1368,44,1,1956,10,56,Yes,2,Placed,37.92
ST11622,20,Other,Telangana,Mechanical,Tier-2,6.95,80.21,109,49,49,3,0,1,27,436,56,4,831,30,45,No,2,Not Placed,0
ST11623,21,Female,Tamil Nadu,Chemical,Tier-1,6.21,59.92,117,34,34,3,2,5,55,599,6,1,593,22,38,No,1,Placed,5.61
ST11624,22,Female,Andhra Pradesh,EEE,Tier-3,7.8,75.79,178,35,40,6,0,7,42,256,61,3,883,22,51,No,3,Placed,6.72
ST11625,23,Male,Karnataka,AIML,Tier-2,7.6,67.37,286,43,43,2,3,2,173,747,5,4,1434,26,46,No,0,Placed,7.53
ST11626,20,Male,Tamil Nadu,IT,Tier-2,9.15,81.2,249,42,50,6,2,4,110,1276,16,2,1878,27,47,Yes,3,Placed,12.39
ST11627,20,Male,Andhra Pradesh,AIML,Tier-2,6.46,72.75,213,30,61,5,0,4,172,592,50,2,1340,10,59,No,5,Placed,8.8
ST11628,25,Male,Rajasthan,CSE,Tier-2,6.66,66.84,158,34,41,1,2,4,50,236,29,1,1133,24,33,No,5,Placed,3.8
ST11629,20,Male,Bihar,Mechanical,Tier-2,6.87,70.82,120,57,74,1,2,2,31,241,60,2,942,6,60,No,4,Placed,2.74
ST11630,22,Female,Karnataka,CSE,Tier-2,8.33,77.39,271,35,56,10,1,7,251,883,20,2,1928,20,59,No,1,Placed,10.17
ST11631,22,Male,Telangana,EEE,Tier-3,5.67,63.34,179,44,57,6,1,2,47,358,49,0,822,16,44,Yes,3,Placed,3.24
ST11632,21,Male,Tamil Nadu,ECE,Tier-1,7.44,62.07,254,4,55,4,0,2,90,435,40,3,762,10,48,No,1,Not Placed,0
ST11633,20,Female,Delhi,CSE,Tier-3,7.55,79.6,289,38,69,3,1,4,241,1309,24,2,1496,2,59,No,5,Placed,7.67
ST11634,20,Female,Uttar Pradesh,IT,Tier-3,8.34,82.06,209,49,62,7,2,5,58,335,30,0,1630,27,64,Yes,3,Placed,7.44
ST11635,21,Male,Maharashtra,CSE,Tier-3,6.59,76.15,169,45,29,0,2,6,58,300,31,3,1013,27,34,No,1,Placed,3.68
ST11636,21,Male,Delhi,EEE,Tier-3,7.57,67.27,82,47,45,2,1,7,22,186,22,1,671,18,53,No,1,Placed,5.84
ST11637,22,Female,Maharashtra,EEE,Tier-3,6.79,70.09,162,0,84,1,2,1,43,421,60,0,539,2,70,No,4,Placed,3.29
ST11638,22,Female,Maharashtra,Civil,Tier-1,6.67,59.94,141,51,88,3,2,4,34,214,69,0,685,1,82,No,1,Placed,3.47
ST11639,23,Male,Kerala,AIML,Tier-1,7.62,89,335,28,65,4,2,4,125,679,35,4,1870,16,76,Yes,1,Placed,10.71
ST11640,25,Male,Kerala,CSE,Tier-1,7.48,64.64,352,29,80,3,4,3,81,412,31,1,2220,16,64,Yes,4,Placed,12.54
ST11641,22,Female,Andhra Pradesh,ECE,Tier-3,7.75,83.55,108,21,43,2,2,5,67,359,11,2,756,15,41,Yes,5,Not Placed,0
ST11642,19,Female,Maharashtra,Mechanical,Tier-3,8.99,73.35,124,56,64,2,0,4,72,308,35,2,757,0,57,No,4,Placed,5.49
ST11643,21,Male,Tamil Nadu,ECE,Tier-2,7.84,77.21,181,48,37,2,0,4,99,426,40,2,831,23,38,No,2,Placed,4.12
ST11644,21,Male,Tamil Nadu,Chemical,Tier-2,7.46,72.09,88,35,32,3,0,6,40,287,28,1,299,23,29,Yes,0,Not Placed,0
ST11645,21,Female,Gujarat,CSE,Tier-1,8.18,73.49,289,30,96,6,2,4,79,1025,58,0,1883,13,73,No,1,Placed,20.52
ST11646,20,Female,Haryana,Mechanical,Tier-3,6.69,74.24,53,38,58,1,1,1,29,101,14,1,223,20,60,No,2,Not Placed,0
ST11647,21,Male,Tamil Nadu,EEE,Tier-2,8.13,72.17,136,21,44,4,0,2,37,198,0,1,778,35,52,No,3,Placed,6.69
ST11648,20,Female,Uttar Pradesh,AIML,Tier-3,6.75,60.31,178,73,60,1,2,5,53,364,40,4,1332,10,64,Yes,0,Placed,3.08
ST11649,20,Female,Karnataka,AIML,Tier-3,7.59,73.12,221,42,56,3,1,4,110,380,8,3,1747,29,61,No,1,Placed,20.75
ST11650,23,Male,Gujarat,IT,Tier-3,7.12,80.59,173,56,24,8,2,6,42,866,25,5,1414,12,41,No,1,Placed,11.3
ST11651,21,Male,Tamil Nadu,IT,Tier-3,7.08,72.78,240,47,54,3,1,1,145,576,20,2,1902,21,47,No,5,Placed,8.54
ST11652,21,Male,Gujarat,IT,Tier-2,8.81,71.62,249,45,66,5,2,4,186,587,6,4,1871,16,61,No,2,Placed,20.51
ST11653,21,Other,Gujarat,Mechanical,Tier-2,6.7,90.79,82,26,81,1,0,5,21,317,52,0,700,0,71,No,0,Not Placed,0
ST11654,21,Male,Karnataka,CSE,Tier-3,7.72,74.76,241,54,43,4,0,9,51,442,46,1,1632,29,61,No,2,Placed,9.74
ST11655,20,Female,Kerala,Mechanical,Tier-2,7.09,66.74,105,38,26,3,0,2,35,216,14,1,740,17,29,No,2,Not Placed,0
ST11656,21,Male,Haryana,ECE,Tier-3,8.07,90.87,112,57,36,3,0,3,37,264,20,1,646,18,34,Yes,0,Not Placed,0
ST11657,20,Female,Delhi,CSE,Tier-2,6.34,58.15,157,32,43,1,1,2,237,976,43,5,1153,18,52,No,2,Not Placed,0
ST11658,22,Other,Maharashtra,EEE,Tier-2,7.17,66.43,133,61,48,5,1,3,38,413,36,0,526,21,45,Yes,2,Placed,9.5
ST11659,20,Female,Karnataka,IT,Tier-3,6.52,78.03,142,40,50,1,0,7,166,880,34,0,1238,29,51,Yes,3,Placed,6.29
ST11660,25,Female,Maharashtra,CSE,Tier-3,8.65,71.03,222,37,52,4,1,8,64,731,13,3,1344,30,57,No,2,Not Placed,0
ST11661,22,Male,Telangana,EEE,Tier-2,8.55,82.49,111,59,84,3,1,2,42,270,45,2,708,21,74,No,4,Placed,7.75
ST11662,21,Male,Tamil Nadu,IT,Tier-2,6.86,77.95,193,40,25,6,2,5,139,1052,9,2,1631,16,34,No,1,Placed,23.91
ST11663,20,Male,Haryana,AIML,Tier-1,6.73,86.02,265,28,29,5,1,2,,1126,20,2,1942,2,45,No,1,Placed,35.12
ST11664,21,Male,Uttar Pradesh,ECE,Tier-3,6.93,79.62,144,32,42,2,0,3,56,323,15,2,1014,16,45,No,1,Placed,3.65
ST11665,22,Male,Telangana,ECE,Tier-3,8,72.38,121,33,29,3,2,2,31,326,0,1,564,22,46,No,4,Placed,4.65
ST11666,22,Male,Bihar,Mechanical,Tier-3,7.56,69.04,158,30,42,6,1,4,41,200,0,3,753,14,39,No,2,Not Placed,0
ST11667,22,Male,Andhra Pradesh,ECE,Tier-1,7.39,66.25,163,48,35,1,0,3,49,366,2,2,706,16,45,No,1,Not Placed,0
ST11668,23,Female,Uttar Pradesh,ECE,Tier-2,8.44,69.18,202,65,78,2,1,2,49,329,79,5,853,25,71,No,0,Placed,6.36
ST11669,21,Male,Jharkhand,EEE,Tier-1,8.02,78.43,182,49,89,6,1,5,44,415,34,4,776,3,72,No,0,Placed,12.07
ST11670,22,Male,Telangana,Chemical,Tier-3,6.6,58.69,76,33,48,2,0,0,34,249,32,1,818,24,46,No,3,Not Placed,0
ST11671,21,Male,Andhra Pradesh,CSE,Tier-2,5.72,69.42,201,27,83,3,0,3,84,1057,11,4,1574,1,69,Yes,3,Not Placed,0
ST11672,22,Male,Uttar Pradesh,EEE,Tier-3,9.08,65.56,190,53,87,4,2,5,94,440,34,0,668,34,72,No,1,Placed,5.89
ST11673,21,Female,West Bengal,CSE,Tier-3,7.09,74.49,213,43,47,2,3,4,171,616,50,3,1532,11,48,No,2,Placed,8.61
ST11674,22,Male,Punjab,AIML,Tier-1,5.71,64.46,267,16,71,5,1,4,147,900,24,1,1888,19,52,No,2,Placed,22.57
ST11675,18,Female,Delhi,Mechanical,Tier-2,7.75,79.22,94,38,34,1,0,3,38,251,39,1,653,24,43,Yes,4,Not Placed,0
ST11676,20,Male,Karnataka,IT,Tier-1,6.32,51.31,274,38,53,2,3,2,80,683,5,5,1450,23,42,No,3,Placed,10.99
ST11677,20,Male,Bihar,CSE,Tier-2,8.58,84.08,222,34,76,6,3,5,413,1601,39,1,1936,42,70,No,2,Placed,35.68
ST11678,24,Female,Telangana,ECE,Tier-3,8.38,76.89,116,65,59,2,1,2,30,159,36,2,718,30,51,No,1,Placed,1.54
ST11679,21,Male,Haryana,ECE,Tier-3,7.15,69.59,154,73,49,3,3,0,39,247,32,2,802,27,46,Yes,0,Placed,1.81
ST11680,21,Female,Maharashtra,Chemical,Tier-2,6.55,74.63,128,48,61,2,0,2,40,239,49,0,625,23,63,No,3,Not Placed,0
ST11681,21,Female,Telangana,Chemical,Tier-2,7.91,78.42,108,31,69,1,2,3,32,355,40,3,764,22,70,No,4,Placed,1.72
ST11682,21,Male,Bihar,AIML,Tier-2,8.53,67.64,315,54,73,6,0,6,115,942,35,3,1745,20,63,No,3,Placed,10.8
ST11683,23,Female,Gujarat,Civil,Tier-2,7.41,74.81,198,48,51,3,2,1,69,410,34,0,914,13,62,No,1,Placed,6.66
ST11684,24,Male,Maharashtra,ECE,Tier-1,9.77,78.09,489,89,99,10,4,3,842,4891,7,0,1670,31,55,Yes,6,Placed,47.68
ST11685,23,Male,Gujarat,ECE,Tier-2,6.86,60.8,209,28,57,1,1,3,55,392,15,1,816,19,55,No,3,Placed,3.29
ST11686,23,Male,Maharashtra,CSE,Tier-1,7.45,75.27,275,29,49,4,0,5,74,2279,15,4,1573,23,52,No,4,Placed,35.92
ST11687,20,Male,Uttar Pradesh,Civil,Tier-2,7.36,81.99,178,34,49,2,0,5,48,397,0,0,817,30,50,No,2,Not Placed,0
ST11688,20,Other,Karnataka,EEE,Tier-2,7.08,73.84,332,22,67,4,1,3,77,606,0,1,971,12,63,No,1,Placed,7.46
ST11689,21,Male,Tamil Nadu,Chemical,Tier-2,6.67,68.06,133,28,61,3,0,2,30,309,12,2,770,10,71,No,3,Not Placed,0
ST11690,22,Female,Maharashtra,Mechanical,Tier-3,8.75,68.42,107,56,69,1,2,5,32,140,24,0,692,18,72,No,2,Placed,4.2
ST11691,20,Male,Delhi,ECE,Tier-2,7.29,65.64,115,28,48,3,2,5,61,339,25,1,660,10,49,Yes,4,Placed,10.34
ST11692,22,Male,Rajasthan,Civil,Tier-2,7.05,69.72,132,50,79,1,1,3,51,329,62,2,873,5,72,Yes,4,Not Placed,0
ST11693,20,Male,Tamil Nadu,IT,Tier-3,7.52,79.48,187,26,41,7,1,8,93,501,0,1,1274,21,46,No,3,Not Placed,0
ST11694,20,Female,Delhi,Civil,Tier-2,7.7,78.8,91,50,45,4,1,3,28,218,18,1,519,24,46,No,1,Placed,8.67
ST11695,20,Female,Telangana,CSE,Tier-3,7.3,70.54,160,46,27,1,0,5,74,357,5,3,1461,20,39,No,0,Placed,6.81
ST11696,23,Female,Uttarakhand,IT,Tier-2,6.53,65.11,207,34,18,4,0,3,54,575,27,3,1713,6,36,Yes,1,Not Placed,0
ST11697,22,Male,Haryana,Civil,Tier-1,7.74,70.5,197,37,72,3,3,1,101,393,30,1,845,11,66,No,4,Placed,11.19
ST11698,21,Male,Bihar,CSE,Tier-2,7.62,82.48,291,42,56,3,4,7,73,416,17,4,1628,9,67,Yes,2,Placed,7.64
ST11699,22,Male,Haryana,Civil,Tier-2,7.77,64.18,131,52,63,6,2,1,61,234,48,0,753,22,63,No,1,Not Placed,0
ST11700,22,Female,West Bengal,CSE,Tier-1,7.97,75.63,404,30,62,7,2,4,278,1100,32,4,2422,20,59,No,4,Placed,38.94
ST11701,21,Male,Maharashtra,EEE,Tier-1,7.91,71.49,200,43,59,5,2,3,99,432,23,1,844,29,57,No,0,Placed,6.18
ST11702,22,Male,Kerala,EEE,Tier-2,6.59,75.53,103,29,60,3,0,2,35,242,30,4,824,24,63,Yes,6,Placed,4.56
ST11703,20,Female,Rajasthan,CSE,Tier-2,9.66,79.18,312,54,74,5,1,6,113,948,66,1,1745,32,71,Yes,8,Placed,10.32
ST11704,21,Male,Tamil Nadu,Civil,Tier-2,7.89,66.14,118,38,66,2,0,0,114,366,2,1,719,22,60,No,3,Placed,14.85
ST11705,19,Female,Tamil Nadu,CSE,Tier-2,8.15,86.83,190,55,80,8,4,2,58,547,50,2,1710,26,68,Yes,1,Placed,12.39
ST11706,21,Other,Andhra Pradesh,Civil,Tier-3,7.87,76.39,131,24,58,4,1,3,46,220,43,2,734,14,54,No,0,Not Placed,0
ST11707,21,Male,Tamil Nadu,Chemical,Tier-2,7.4,74.48,139,36,46,4,1,1,63,298,0,0,862,17,54,No,2,Placed,1.75
ST11708,19,Male,Chhattisgarh,Mechanical,Tier-2,6.65,61.17,80,35,91,7,1,4,39,239,53,1,613,5,77,No,3,Placed,9.45
ST11709,21,Female,Karnataka,Chemical,Tier-3,7.16,70.3,175,26,70,2,1,2,81,323,33,3,848,19,65,No,2,Not Placed,0
ST11710,22,Female,Karnataka,EEE,Tier-1,6.94,66.71,224,16,66,1,1,3,66,306,42,2,992,24,58,No,2,Placed,12.45
ST11711,21,Male,Maharashtra,Chemical,Tier-3,6.06,68.4,54,43,58,0,1,2,93,516,13,2,423,23,55,No,2,Not Placed,0
ST11712,19,Female,Andhra Pradesh,Mechanical,Tier-3,9.12,65.69,132,45,57,4,0,7,58,426,46,1,879,12,54,Yes,2,Not Placed,0
ST11713,19,Male,Rajasthan,Mechanical,Tier-2,8.19,76.74,191,33,38,2,0,3,46,335,37,3,904,0,45,No,1,Not Placed,0
ST11714,21,Female,Delhi,Chemical,Tier-3,7.43,79.25,86,41,50,0,1,4,29,168,7,2,642,6,51,No,3,Not Placed,0
ST11715,23,Male,Karnataka,ECE,Tier-3,7.41,69.49,128,31,51,4,0,3,31,310,16,3,681,9,50,No,2,Not Placed,0
ST11716,23,Male,Bihar,ECE,Tier-3,7.87,76.72,102,33,66,2,1,4,61,315,0,0,513,24,63,No,3,Not Placed,0
ST11717,20,Female,Uttar Pradesh,Civil,Tier-1,7.64,66.82,205,39,60,1,1,1,47,328,62,7,765,29,70,No,1,Placed,7.93
ST11718,22,Male,Karnataka,Mechanical,Tier-2,6.97,83.73,76,32,62,1,0,1,16,95,63,0,562,18,51,No,2,Not Placed,0
ST11719,21,Female,Karnataka,CSE,Tier-2,8.65,70.18,209,64,82,8,2,6,92,801,41,3,1554,19,63,No,3,Placed,10.3
ST11720,25,Female,Uttar Pradesh,IT,Tier-1,6.96,70.6,239,41,66,1,1,5,239,958,52,3,1760,22,65,Yes,4,Placed,12.09
ST11721,19,Female,Andhra Pradesh,EEE,Tier-2,8.5,71.21,108,35,66,3,2,5,35,340,41,2,520,17,61,No,2,Placed,7.46
ST11722,21,Male,Delhi,CSE,Tier-1,7.76,67.95,283,58,74,1,1,1,138,593,31,2,1911,11,66,No,2,Placed,13.34
ST11723,21,Male,Maharashtra,ECE,Tier-1,7.95,86.23,218,39,62,2,3,4,56,275,20,1,760,21,60,No,1,Placed,11.1
ST11724,20,Male,Kerala,AIML,Tier-3,7.04,82.54,153,58,51,3,2,1,38,222,41,2,1327,8,53,No,0,Placed,8.3
ST11725,19,Male,Tamil Nadu,AIML,Tier-3,6.36,66.6,171,21,47,3,0,1,69,367,,5,958,2,39,No,1,Not Placed,0
ST11726,19,Male,Tamil Nadu,Civil,Tier-2,6.86,95.67,127,28,36,4,3,7,50,203,61,3,642,20,37,Yes,4,Not Placed,0
ST11727,21,Male,Gujarat,AIML,Tier-1,7.99,83.12,272,23,60,9,0,3,92,1068,28,0,1456,21,58,No,0,Placed,20.87
ST11728,22,Male,Delhi,Civil,Tier-2,6.74,78.53,102,28,42,3,1,2,26,138,44,1,508,7,45,No,4,Not Placed,0
ST11729,22,Female,Uttarakhand,ECE,Tier-1,7.01,72.32,174,83,67,6,0,2,109,378,32,1,780,18,61,Yes,1,Placed,9.52
ST11730,20,Male,Uttar Pradesh,Chemical,Tier-2,8.1,84.1,200,40,73,7,0,3,61,279,17,1,865,22,72,No,0,Not Placed,0
ST11731,23,Male,Karnataka,Mechanical,Tier-3,7.68,75.31,97,48,79,2,1,2,21,300,43,1,471,22,61,No,4,Placed,4.51
ST11732,21,Female,Chhattisgarh,IT,Tier-2,6.38,63.37,156,25,48,7,0,3,37,1112,30,2,1229,17,52,Yes,2,Placed,7.52
ST11733,24,Male,Telangana,CSE,Tier-3,8.34,76.4,195,43,52,2,2,11,123,1089,34,2,1554,12,47,No,5,Placed,10.38
